Country,Year,Age,AgeTo,Schooling,Primary,Primary,Secondary,Secondary,Tertiary,Tertiary,Avg. Years,Avg. Years Primary, Avg. Years Secondary,Avg. Years Tertiary,Populaition,Region 
,2010,15,+,1.2,38.9,31.0,47.5,31.9,12.4,3.9,9.57,6.53,2.71,0.33,15800,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Barbados,1950,15,19,0.1,83.0,31.5,16.9,2.1,0.0,0.0,5.02,4.45,0.57,0.00,10,Latin America and the Caribbean
,1950,20,24,0.3,80.3,27.7,18.5,5.7,0.9,0.4,5.21,4.41,0.78,0.03,9,Latin America and the Caribbean
,1950,25,29,0.8,82.9,28.4,15.9,3.8,0.4,0.2,4.94,4.32,0.61,0.01,8,Latin America and the Caribbean
,1950,30,34,0.8,82.9,23.6,15.9,3.9,0.4,0.2,4.80,4.17,0.62,0.01,8,Latin America and the Caribbean
,1950,35,39,1.7,84.8,19.3,13.2,3.1,0.3,0.2,4.45,3.94,0.51,0.01,8,Latin America and the Caribbean
,1950,40,44,1.7,84.8,19.3,13.2,3.1,0.3,0.2,4.45,3.94,0.51,0.01,7,Latin America and the Caribbean
,1950,45,49,2.5,86.0,17.1,11.2,2.6,0.3,0.2,4.22,3.78,0.43,0.01,7,Latin America and the Caribbean
,1950,50,54,2.6,85.9,17.1,11.2,2.6,0.3,0.2,4.22,3.78,0.43,0.01,5,Latin America and the Caribbean
,1950,55,59,2.7,88.0,16.8,9.0,2.2,0.3,0.2,4.07,3.70,0.35,0.01,4,Latin America and the Caribbean
,1950,60,64,2.7,88.7,17.0,8.3,2.0,0.3,0.2,4.02,3.68,0.32,0.01,4,Latin America and the Caribbean
,1950,65,69,2.8,89.5,16.7,7.6,1.8,0.3,0.2,3.96,3.65,0.30,0.01,3,Latin America and the Caribbean
,1950,70,74,2.8,89.5,16.7,7.6,1.8,0.3,0.2,3.96,3.65,0.30,0.01,1.65,Latin America and the Caribbean
,1950,75,+,2.8,89.5,16.5,7.6,1.4,0.3,0.2,3.94,3.65,0.28,0.01,3,Latin America and the Caribbean
,1950,25,+,1.9,85.6,20.1,12.2,2.9,0.3,0.2,4.40,3.92,0.47,0.01,60,Latin America and the Caribbean
,1950,15,+,1.5,84.7,22.5,13.5,3.1,0.4,0.2,4.58,4.05,0.52,0.01,79,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1955,15,19,0.1,76.2,28.9,23.7,2.9,0.0,0.0,5.38,4.58,0.80,0.00,10,Latin America and the Caribbean
,1955,20,24,0.3,80.3,27.7,18.5,5.7,0.9,0.4,5.21,4.41,0.78,0.03,9,Latin America and the Caribbean
,1955,25,29,0.3,80.3,27.7,18.5,5.7,0.9,0.5,5.22,4.41,0.78,0.03,8,Latin America and the Caribbean
,1955,30,34,0.8,82.9,28.4,15.9,3.8,0.4,0.2,4.94,4.32,0.61,0.01,7,Latin America and the Caribbean
,1955,35,39,0.8,82.9,22.7,15.9,3.6,0.4,0.3,4.77,4.15,0.61,0.01,7,Latin America and the Caribbean
,1955,40,44,1.7,84.8,23.2,13.2,3.0,0.3,0.2,4.57,4.05,0.51,0.01,7,Latin America and the Caribbean
,1955,45,49,1.7,84.8,20.2,13.2,3.1,0.3,0.2,4.48,3.96,0.51,0.01,7,Latin America and the Caribbean
,1955,50,54,2.5,86.0,20.5,11.2,2.6,0.3,0.2,4.33,3.88,0.43,0.01,6,Latin America and the Caribbean
,1955,55,59,2.6,85.9,19.8,11.2,2.7,0.3,0.2,4.30,3.86,0.43,0.01,5,Latin America and the Caribbean
,1955,60,64,2.7,88.0,20.2,9.0,2.2,0.3,0.2,4.17,3.81,0.35,0.01,4,Latin America and the Caribbean
,1955,65,69,2.7,88.7,19.9,8.3,1.9,0.3,0.2,4.10,3.77,0.32,0.01,3,Latin America and the Caribbean
,1955,70,74,2.7,88.7,19.9,8.3,1.9,0.3,0.2,4.10,3.77,0.32,0.01,3,Latin America and the Caribbean
,1955,75,+,2.7,88.7,19.7,8.3,1.5,0.3,0.2,4.08,3.77,0.31,0.01,4,Latin America and the Caribbean
,1955,25,+,1.7,84.8,22.8,13.1,3.1,0.4,0.2,4.56,4.04,0.51,0.01,61,Latin America and the Caribbean
,1955,15,+,1.3,83.2,24.3,15.0,3.5,0.4,0.2,4.74,4.15,0.58,0.01,80,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1960,15,19,0.1,78.9,30.7,21.0,2.6,0.0,0.0,5.26,4.55,0.71,0.00,11,Latin America and the Caribbean
,1960,20,24,0.3,78.3,27.7,20.1,6.4,1.3,0.5,5.37,4.46,0.87,0.04,9,Latin America and the Caribbean
,1960,25,29,0.3,80.3,27.7,18.5,5.7,0.9,0.5,5.22,4.41,0.78,0.03,8,Latin America and the Caribbean
,1960,30,34,0.3,80.3,27.7,18.5,5.7,0.9,0.5,5.22,4.41,0.78,0.03,8,Latin America and the Caribbean
,1960,35,39,0.8,82.9,28.4,15.9,3.8,0.4,0.3,4.94,4.32,0.61,0.01,7,Latin America and the Caribbean
,1960,40,44,0.8,82.9,28.4,15.9,3.8,0.4,0.3,4.94,4.32,0.61,0.01,7,Latin America and the Caribbean
,1960,45,49,1.7,84.8,25.2,13.2,3.3,0.3,0.2,4.63,4.11,0.51,0.01,6,Latin America and the Caribbean
,1960,50,54,1.7,84.8,25.2,13.2,3.3,0.3,0.2,4.63,4.11,0.51,0.01,6,Latin America and the Caribbean
,1960,55,59,2.5,86.0,24.7,11.2,2.8,0.3,0.2,4.46,4.01,0.44,0.01,6,Latin America and the Caribbean
,1960,60,64,2.6,85.9,24.7,11.2,2.8,0.3,0.2,4.45,4.01,0.44,0.01,5,Latin America and the Caribbean
,1960,65,69,2.7,88.0,24.6,9.0,2.2,0.3,0.2,4.30,3.94,0.36,0.01,5,Latin America and the Caribbean
,1960,70,74,2.7,88.0,24.6,9.0,2.2,0.3,0.2,4.30,3.94,0.36,0.01,3,Latin America and the Caribbean
,1960,75,+,2.7,88.0,24.4,9.0,1.7,0.3,0.2,4.28,3.93,0.34,0.01,3,Latin America and the Caribbean
,1960,25,+,1.5,84.0,26.4,14.1,3.7,0.5,0.3,4.77,4.19,0.56,0.02,64,Latin America and the Caribbean
,1960,15,+,1.9,82.4,27.1,15.5,3.8,0.2,0.1,4.82,4.23,0.59,0.01,84,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1965,15,19,1.5,52.1,20.3,45.9,5.7,0.6,0.1,6.55,4.95,1.58,0.01,12,Latin America and the Caribbean
,1965,20,24,0.3,13.4,4.8,85.0,27.0,1.3,0.5,9.20,5.72,3.44,0.04,8,Latin America and the Caribbean
,1965,25,29,0.3,49.1,17.4,49.4,15.7,1.3,0.7,7.10,5.03,2.03,0.04,7,Latin America and the Caribbean
,1965,30,34,0.3,55.8,19.3,43.0,13.3,0.9,0.5,6.66,4.89,1.74,0.03,7,Latin America and the Caribbean
,1965,35,39,0.3,55.8,19.3,43.0,13.3,0.9,0.6,6.66,4.89,1.74,0.03,7,Latin America and the Caribbean
,1965,40,44,0.8,62.7,21.5,36.1,8.7,0.4,0.3,6.09,4.71,1.37,0.01,6,Latin America and the Caribbean
,1965,45,49,0.8,62.7,18.7,36.1,8.9,0.4,0.2,6.02,4.63,1.37,0.01,6,Latin America and the Caribbean
,1965,50,54,1.7,67.6,20.1,30.4,7.5,0.3,0.2,5.64,4.47,1.15,0.01,6,Latin America and the Caribbean
,1965,55,59,1.7,67.6,19.4,30.4,7.7,0.3,0.2,5.62,4.45,1.16,0.01,5,Latin America and the Caribbean
,1965,60,64,2.5,72.4,20.8,24.8,6.3,0.3,0.2,5.26,4.30,0.95,0.01,5,Latin America and the Caribbean
,1965,65,69,2.6,73.4,20.5,23.8,5.8,0.3,0.2,5.17,4.26,0.91,0.01,4,Latin America and the Caribbean
,1965,70,74,2.6,74.0,20.7,23.0,5.7,0.3,0.2,5.13,4.24,0.88,0.01,4,Latin America and the Caribbean
,1965,75,+,2.6,74.0,20.5,23.0,4.4,0.3,0.2,5.09,4.24,0.84,0.01,3,Latin America and the Caribbean
,1965,25,+,1.3,63.2,19.9,34.9,9.3,0.6,0.3,6.00,4.62,1.36,0.02,60,Latin America and the Caribbean
,1965,15,+,1.2,56.6,18.7,41.6,10.4,0.7,0.3,6.41,4.79,1.60,0.02,80,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1970,15,19,0.2,3.1,1.3,96.5,11.8,0.2,0.0,9.20,5.93,3.26,0.00,13,Latin America and the Caribbean
,1970,20,24,0.3,6.6,2.4,92.1,28.5,1.0,0.4,9.56,5.86,3.68,0.03,10,Latin America and the Caribbean
,1970,25,29,0.3,13.4,4.8,85.0,27.0,1.3,0.7,9.20,5.72,3.44,0.04,6,Latin America and the Caribbean
,1970,30,34,0.3,13.4,4.8,85.0,27.0,1.3,0.7,9.20,5.72,3.44,0.04,6,Latin America and the Caribbean
,1970,35,39,0.3,26.0,9.0,72.8,22.5,0.9,0.6,8.41,5.47,2.91,0.03,6,Latin America and the Caribbean
,1970,40,44,0.3,26.0,9.0,72.8,22.5,0.9,0.6,8.41,5.47,2.91,0.03,6,Latin America and the Caribbean
,1970,45,49,0.8,38.1,13.0,60.7,14.6,0.4,0.2,7.50,5.20,2.28,0.01,6,Latin America and the Caribbean
,1970,50,54,0.8,38.1,13.0,60.7,14.6,0.4,0.2,7.50,5.20,2.28,0.01,6,Latin America and the Caribbean
,1970,55,59,1.7,46.7,15.4,51.3,12.7,0.3,0.2,6.90,4.96,1.94,0.01,6,Latin America and the Caribbean
,1970,60,64,1.7,46.7,15.4,51.3,12.7,0.3,0.2,6.91,4.96,1.94,0.01,5,Latin America and the Caribbean
,1970,65,69,2.5,55.8,18.0,41.4,9.9,0.3,0.2,6.28,4.71,1.56,0.01,5,Latin America and the Caribbean
,1970,70,74,2.5,55.8,18.0,41.4,9.9,0.3,0.2,6.28,4.71,1.56,0.01,3,Latin America and the Caribbean
,1970,75,+,2.5,55.8,17.8,41.4,7.7,0.3,0.2,6.21,4.71,1.49,0.01,5,Latin America and the Caribbean
,1970,25,+,1.1,35.8,12.1,62.4,16.6,0.7,0.4,7.66,5.22,2.41,0.02,60,Latin America and the Caribbean
,1970,15,+,0.9,27.4,9.7,71.1,17.7,0.6,0.3,8.13,5.41,2.70,0.02,83,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1975,15,19,1.2,3.0,1.2,94.3,11.5,1.6,0.3,9.18,5.88,3.27,0.04,15,Latin America and the Caribbean
,1975,20,24,0.2,32.0,11.8,64.5,19.9,3.3,1.3,8.20,5.38,2.73,0.09,11,Latin America and the Caribbean
,1975,25,29,0.3,18.1,6.6,79.6,24.6,2.0,1.2,8.96,5.64,3.25,0.06,9,Latin America and the Caribbean
,1975,30,34,0.4,34.4,12.2,63.1,20.0,2.2,1.2,8.01,5.31,2.62,0.07,7,Latin America and the Caribbean
,1975,35,39,0.4,34.4,12.2,63.1,20.0,2.2,1.4,8.01,5.31,2.62,0.07,5,Latin America and the Caribbean
,1975,40,44,0.5,49.8,17.2,48.6,15.0,1.2,0.8,7.01,4.99,1.98,0.04,6,Latin America and the Caribbean
,1975,45,49,0.5,49.8,17.2,48.6,15.0,1.2,0.7,7.01,4.99,1.98,0.04,6,Latin America and the Caribbean
,1975,50,54,0.8,59.4,20.3,39.3,9.4,0.5,0.3,6.29,4.78,1.49,0.02,6,Latin America and the Caribbean
,1975,55,59,0.8,59.4,19.6,39.3,9.7,0.5,0.3,6.28,4.76,1.50,0.02,5,Latin America and the Caribbean
,1975,60,64,1.9,65.1,21.5,32.7,8.1,0.3,0.2,5.83,4.58,1.24,0.01,5,Latin America and the Caribbean
,1975,65,69,1.9,65.5,21.1,32.3,7.8,0.3,0.2,5.78,4.55,1.22,0.01,6,Latin America and the Caribbean
,1975,70,74,2.3,69.3,22.3,28.2,6.8,0.3,0.2,5.53,4.45,1.07,0.01,4,Latin America and the Caribbean
,1975,75,+,2.3,69.3,22.1,28.2,5.3,0.3,0.2,5.48,4.45,1.02,0.01,5,Latin America and the Caribbean
,1975,25,+,1.0,49.5,16.9,48.4,13.3,1.1,0.7,6.92,4.96,1.92,0.04,64,Latin America and the Caribbean
,1975,15,+,0.9,39.6,14.1,58.0,14.7,1.5,0.7,7.49,5.18,2.27,0.04,90,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1980,15,19,2.1,1.5,0.7,91.3,10.9,5.1,0.9,9.34,5.85,3.37,0.12,14,Latin America and the Caribbean
,1980,20,24,0.7,4.7,2.0,88.1,26.6,6.5,2.6,9.88,5.87,3.83,0.18,13,Latin America and the Caribbean
,1980,25,29,0.2,32.0,11.8,64.4,19.9,3.3,1.9,8.21,5.37,2.73,0.10,11,Latin America and the Caribbean
,1980,30,34,0.2,32.0,11.8,64.4,19.9,3.3,2.0,8.21,5.37,2.73,0.11,8,Latin America and the Caribbean
,1980,35,39,0.4,59.9,21.2,36.5,11.6,3.2,2.1,6.56,4.82,1.63,0.11,6,Latin America and the Caribbean
,1980,40,44,0.4,59.9,21.2,36.5,11.6,3.2,2.1,6.56,4.82,1.63,0.11,6,Latin America and the Caribbean
,1980,45,49,0.7,78.7,27.2,19.0,5.9,1.6,1.0,5.31,4.41,0.84,0.05,5,Latin America and the Caribbean
,1980,50,54,0.7,78.7,27.2,19.0,5.9,1.6,1.0,5.31,4.41,0.84,0.05,6,Latin America and the Caribbean
,1980,55,59,0.8,85.3,29.2,13.2,3.2,0.7,0.4,4.82,4.27,0.53,0.02,5,Latin America and the Caribbean
,1980,60,64,0.8,85.3,29.2,13.2,3.2,0.7,0.4,4.82,4.27,0.53,0.02,5,Latin America and the Caribbean
,1980,65,69,2.1,87.6,29.2,10.0,2.3,0.3,0.2,4.52,4.12,0.39,0.01,5,Latin America and the Caribbean
,1980,70,74,2.1,87.6,29.2,10.0,2.3,0.3,0.2,4.52,4.12,0.39,0.01,4,Latin America and the Caribbean
,1980,75,+,2.1,87.6,29.0,10.0,1.8,0.3,0.2,4.50,4.11,0.37,0.01,6,Latin America and the Caribbean
,1980,25,+,0.8,65.1,22.8,32.1,9.0,1.9,1.2,6.09,4.68,1.35,0.06,67,Latin America and the Caribbean
,1980,15,+,1.0,47.3,17.8,48.7,12.6,3.0,1.6,7.17,5.05,2.02,0.09,94,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1985,15,19,0.1,5.0,2.3,90.2,10.7,4.8,0.9,9.34,5.91,3.31,0.11,13,Latin America and the Caribbean
,1985,20,24,0.1,5.9,2.5,87.4,26.4,6.7,2.9,9.90,5.89,3.81,0.19,13,Latin America and the Caribbean
,1985,25,29,0.7,4.7,2.0,88.1,26.6,6.5,4.0,9.91,5.87,3.83,0.21,12,Latin America and the Caribbean
,1985,30,34,0.2,29.1,10.7,67.8,21.0,2.9,1.8,8.37,5.44,2.84,0.09,10,Latin America and the Caribbean
,1985,35,39,0.2,29.1,10.7,67.8,21.0,2.9,2.0,8.37,5.44,2.84,0.10,8,Latin America and the Caribbean
,1985,40,44,0.3,53.5,18.9,43.4,13.8,2.8,1.9,6.92,4.94,1.88,0.09,5,Latin America and the Caribbean
,1985,45,49,0.3,53.5,18.9,43.4,13.8,2.8,1.8,6.92,4.94,1.88,0.09,5,Latin America and the Caribbean
,1985,50,54,0.6,70.8,24.5,27.2,8.4,1.5,1.0,5.78,4.58,1.15,0.05,5,Latin America and the Caribbean
,1985,55,59,0.6,71.2,24.6,26.8,8.3,1.4,0.9,5.75,4.57,1.14,0.05,5,Latin America and the Caribbean
,1985,60,64,0.7,73.2,25.0,25.4,6.1,0.8,0.5,5.54,4.52,0.99,0.03,5,Latin America and the Caribbean
,1985,65,69,0.7,73.4,24.9,25.1,4.7,0.8,0.5,5.47,4.50,0.94,0.03,5,Latin America and the Caribbean
,1985,70,74,1.7,74.6,25.0,23.2,3.4,0.5,0.3,5.26,4.41,0.83,0.02,5,Latin America and the Caribbean
,1985,75,+,1.7,74.6,24.8,23.2,2.6,0.5,0.3,5.23,4.40,0.81,0.02,7,Latin America and the Caribbean
,1985,25,+,0.7,48.0,17.4,48.8,13.0,2.6,1.7,7.13,5.04,2.01,0.08,72,Latin America and the Caribbean
,1985,15,+,0.5,36.7,14.1,59.4,14.9,3.4,1.9,7.83,5.29,2.43,0.11,98,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1990,15,19,1.8,5.3,3.1,88.9,11.1,4.0,0.7,9.16,5.83,3.24,0.10,12,Latin America and the Caribbean
,1990,20,24,0.0,6.4,3.4,89.2,28.4,4.3,1.9,9.82,5.91,3.79,0.12,12,Latin America and the Caribbean
,1990,25,29,0.1,5.9,2.5,87.4,26.4,6.7,4.2,9.93,5.89,3.81,0.22,12,Latin America and the Caribbean
,1990,30,34,0.5,6.1,2.6,88.3,26.6,5.1,3.2,9.78,5.86,3.75,0.17,11,Latin America and the Caribbean
,1990,35,39,0.1,25.6,9.4,71.9,22.2,2.4,1.6,8.55,5.51,2.97,0.08,9,Latin America and the Caribbean
,1990,40,44,0.1,25.6,9.4,71.9,22.2,2.4,1.6,8.55,5.51,2.97,0.08,7,Latin America and the Caribbean
,1990,45,49,0.3,45.6,16.2,51.9,16.5,2.2,1.5,7.36,5.10,2.19,0.07,5,Latin America and the Caribbean
,1990,50,54,0.3,45.6,16.2,51.9,16.5,2.2,1.5,7.36,5.10,2.19,0.07,5,Latin America and the Caribbean
,1990,55,59,0.4,61.2,21.1,37.2,11.5,1.3,0.8,6.35,4.77,1.53,0.04,5,Latin America and the Caribbean
,1990,60,64,0.4,62.1,21.4,36.3,11.2,1.3,0.8,6.30,4.76,1.50,0.04,5,Latin America and the Caribbean
,1990,65,69,0.5,58.4,20.0,40.2,9.7,0.9,0.6,6.40,4.82,1.55,0.03,5,Latin America and the Caribbean
,1990,70,74,0.5,57.7,19.5,40.9,7.6,1.0,0.6,6.37,4.83,1.51,0.03,5,Latin America and the Caribbean
,1990,75,+,1.2,58.6,19.7,39.4,5.7,0.7,0.5,6.18,4.76,1.40,0.02,9,Latin America and the Caribbean
,1990,25,+,0.4,35.0,13.0,61.7,17.1,2.9,1.9,7.95,5.32,2.54,0.10,78,Latin America and the Caribbean
,1990,15,+,0.5,28.1,11.7,68.2,18.0,3.2,1.8,8.35,5.47,2.78,0.10,102,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,1995,15,19,3.5,4.7,3.3,87.7,10.9,4.1,0.8,9.04,5.75,3.20,0.10,10,Latin America and the Caribbean
,1995,20,24,0.0,4.8,3.0,93.8,29.5,1.4,0.6,9.77,5.95,3.79,0.04,12,Latin America and the Caribbean
,1995,25,29,0.0,6.4,3.4,89.2,28.4,4.3,2.7,9.84,5.91,3.79,0.14,12,Latin America and the Caribbean
,1995,30,34,0.0,7.6,3.2,88.0,26.6,4.3,2.8,9.70,5.87,3.70,0.14,12,Latin America and the Caribbean
,1995,35,39,0.3,7.7,3.3,88.5,26.7,3.5,2.4,9.63,5.85,3.66,0.12,11,Latin America and the Caribbean
,1995,40,44,0.1,21.3,7.8,76.9,23.8,1.8,1.2,8.77,5.59,3.12,0.06,9,Latin America and the Caribbean
,1995,45,49,0.1,21.3,7.8,76.9,23.8,1.8,1.2,8.77,5.59,3.12,0.06,7,Latin America and the Caribbean
,1995,50,54,0.2,36.1,12.8,62.2,19.7,1.6,1.1,7.90,5.29,2.55,0.05,5,Latin America and the Caribbean
,1995,55,59,0.2,36.1,12.8,62.2,19.7,1.6,1.0,7.90,5.29,2.55,0.05,5,Latin America and the Caribbean
,1995,60,64,0.2,49.4,17.1,49.3,15.2,1.0,0.7,7.05,5.02,2.00,0.03,5,Latin America and the Caribbean
,1995,65,69,0.2,50.9,17.6,47.8,14.8,1.0,0.7,6.96,4.99,1.94,0.03,5,Latin America and the Caribbean
,1995,70,74,0.3,39.0,13.4,59.6,14.3,1.1,0.7,7.54,5.21,2.28,0.04,4,Latin America and the Caribbean
,1995,75,+,0.5,39.0,13.2,59.4,11.1,1.1,0.7,7.41,5.19,2.18,0.03,10,Latin America and the Caribbean
,1995,25,+,0.2,23.6,9.3,73.8,21.5,2.5,1.6,8.65,5.56,3.01,0.08,85,Latin America and the Caribbean
,1995,15,+,0.5,19.7,8.9,77.3,21.6,2.5,1.5,8.84,5.65,3.12,0.08,107,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,2000,15,19,0.0,1.5,1.0,97.2,10.7,1.2,0.2,9.32,5.98,3.31,0.03,10,Latin America and the Caribbean
,2000,20,24,0.0,1.8,1.1,96.6,27.1,1.5,0.6,9.81,5.97,3.80,0.04,10,Latin America and the Caribbean
,2000,25,29,0.0,4.8,3.0,93.8,29.5,1.4,0.9,9.77,5.94,3.78,0.05,12,Latin America and the Caribbean
,2000,30,34,0.0,7.0,3.7,91.8,29.2,1.2,0.8,9.63,5.89,3.70,0.04,12,Latin America and the Caribbean
,2000,35,39,0.0,9.7,4.1,88.7,26.8,1.4,1.0,9.42,5.82,3.55,0.05,12,Latin America and the Caribbean
,2000,40,44,0.0,9.7,4.1,88.7,26.8,1.4,1.0,9.42,5.82,3.55,0.05,11,Latin America and the Caribbean
,2000,45,49,0.0,16.1,5.9,82.8,25.6,1.0,0.7,9.03,5.69,3.31,0.03,9,Latin America and the Caribbean
,2000,50,54,0.0,16.1,5.9,82.8,25.6,1.0,0.7,9.03,5.69,3.31,0.03,7,Latin America and the Caribbean
,2000,55,59,0.0,24.4,8.7,74.6,23.7,0.8,0.5,8.54,5.52,3.00,0.03,5,Latin America and the Caribbean
,2000,60,64,0.0,24.4,8.7,74.6,23.7,0.8,0.5,8.54,5.52,3.00,0.03,5,Latin America and the Caribbean
,2000,65,69,0.0,35.1,12.1,64.0,19.8,0.8,0.5,7.88,5.30,2.56,0.02,4,Latin America and the Caribbean
,2000,70,74,0.0,35.1,12.1,64.0,19.8,0.8,0.5,7.88,5.30,2.56,0.02,4,Latin America and the Caribbean
,2000,75,+,0.0,15.7,5.4,82.9,19.9,1.3,0.9,8.89,5.68,3.16,0.04,9,Latin America and the Caribbean
,2000,25,+,0.0,21.3,7.7,77.5,24.2,1.1,0.8,8.74,5.58,3.12,0.04,90,Latin America and the Caribbean
,2000,15,+,0.0,18.3,6.7,80.4,23.8,1.2,0.7,8.88,5.64,3.20,0.04,110,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,2005,15,19,0.1,0.0,0.0,87.0,8.6,12.9,2.4,9.94,5.99,3.64,0.31,10,Latin America and the Caribbean
,2005,20,24,0.1,0.0,0.0,80.5,20.1,19.4,8.6,10.74,5.99,4.18,0.56,10,Latin America and the Caribbean
,2005,25,29,0.0,1.8,1.1,96.7,27.2,1.5,0.9,9.83,5.98,3.80,0.05,10,Latin America and the Caribbean
,2005,30,34,0.0,4.8,3.0,93.8,29.5,1.4,0.9,9.78,5.95,3.79,0.05,12,Latin America and the Caribbean
,2005,35,39,0.0,7.0,3.7,91.8,29.2,1.2,0.8,9.64,5.90,3.70,0.04,11,Latin America and the Caribbean
,2005,40,44,0.0,9.7,4.1,88.8,26.8,1.4,1.0,9.43,5.83,3.55,0.05,12,Latin America and the Caribbean
,2005,45,49,0.0,9.7,4.1,88.8,26.8,1.4,1.0,9.43,5.83,3.55,0.05,11,Latin America and the Caribbean
,2005,50,54,0.0,16.1,5.9,82.9,25.6,1.0,0.7,9.04,5.69,3.32,0.03,9,Latin America and the Caribbean
,2005,55,59,0.0,16.1,5.9,82.9,25.6,1.0,0.6,9.04,5.69,3.32,0.03,7,Latin America and the Caribbean
,2005,60,64,0.0,24.5,8.7,74.7,23.7,0.8,0.5,8.55,5.52,3.00,0.03,5,Latin America and the Caribbean
,2005,65,69,0.0,24.5,8.7,74.7,23.7,0.8,0.5,8.55,5.52,3.00,0.03,4,Latin America and the Caribbean
,2005,70,74,0.0,33.0,11.4,66.2,20.5,0.8,0.5,8.03,5.35,2.65,0.03,4,Latin America and the Caribbean
,2005,75,+,0.0,20.1,6.9,78.8,20.6,1.2,0.8,8.69,5.60,3.05,0.04,10,Latin America and the Caribbean
,2005,25,+,0.0,12.5,5.7,86.3,26.1,1.2,0.8,9.28,5.79,3.44,0.04,95,Latin America and the Caribbean
,2005,15,+,0.0,10.3,4.9,85.8,24.0,3.8,2.3,9.48,5.84,3.52,0.12,115,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,2010,15,19,0.1,0.0,0.0,79.7,7.0,20.2,3.8,10.01,5.99,3.54,0.48,9,Latin America and the Caribbean
,2010,20,24,0.1,0.0,0.0,61.4,13.7,38.5,17.0,11.66,5.99,4.56,1.11,10,Latin America and the Caribbean
,2010,25,29,0.1,0.0,0.0,80.4,20.1,19.4,12.3,10.81,5.99,4.18,0.63,10,Latin America and the Caribbean
,2010,30,34,0.0,1.8,1.1,96.7,27.2,1.5,0.9,9.83,5.98,3.80,0.05,10,Latin America and the Caribbean
,2010,35,39,0.0,4.8,3.0,93.8,29.5,1.4,1.0,9.78,5.95,3.79,0.05,12,Latin America and the Caribbean
,2010,40,44,0.0,7.0,3.7,91.8,29.2,1.2,0.8,9.64,5.90,3.70,0.04,11,Latin America and the Caribbean
,2010,45,49,0.0,9.7,4.1,88.8,26.8,1.4,1.0,9.43,5.83,3.55,0.05,12,Latin America and the Caribbean
,2010,50,54,0.0,9.7,4.1,88.8,26.8,1.4,1.0,9.43,5.83,3.55,0.05,11,Latin America and the Caribbean
,2010,55,59,0.0,16.1,5.9,82.9,25.6,1.0,0.6,9.04,5.69,3.32,0.03,9,Latin America and the Caribbean
,2010,60,64,0.0,16.1,5.9,82.9,25.6,1.0,0.6,9.04,5.69,3.32,0.03,7,Latin America and the Caribbean
,2010,65,69,0.0,24.5,8.7,74.7,23.7,0.8,0.5,8.55,5.52,3.00,0.03,5,Latin America and the Caribbean
,2010,70,74,0.0,22.7,8.0,76.4,24.3,0.8,0.6,8.66,5.56,3.07,0.03,4,Latin America and the Caribbean
,2010,75,+,0.0,22.0,7.6,76.9,21.1,1.1,0.7,8.61,5.57,3.01,0.04,9,Latin America and the Caribbean
,2010,25,+,0.0,10.5,4.2,86.5,25.8,3.0,2.0,9.46,5.81,3.55,0.10,100,Latin America and the Caribbean
,2010,15,+,0.0,8.8,3.5,83.9,23.4,7.3,3.4,9.69,5.84,3.64,0.21,119,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Belize,1950,15,19,11.2,49.2,37.3,25.8,2.1,13.9,2.4,8.79,6.63,1.83,0.33,4,Latin America and the Caribbean
,1950,20,24,9.1,75.4,55.5,6.0,0.8,9.6,3.9,7.63,6.48,0.88,0.27,3,Latin America and the Caribbean
,1950,25,29,11.9,76.1,52.6,4.4,0.5,7.6,4.4,7.03,6.11,0.69,0.24,3,Latin America and the Caribbean
,1950,30,34,11.9,76.1,52.6,4.4,0.5,7.6,4.5,7.03,6.11,0.68,0.24,2,Latin America and the Caribbean
,1950,35,39,14.0,75.2,50.3,3.6,0.3,7.2,4.6,6.74,5.88,0.62,0.24,2,Latin America and the Caribbean
,1950,40,44,14.0,75.2,50.3,3.6,0.3,7.2,4.6,6.74,5.88,0.62,0.24,2,Latin America and the Caribbean
,1950,45,49,15.8,74.7,46.1,3.0,0.2,6.5,4.0,6.36,5.59,0.55,0.21,1,Latin America and the Caribbean
,1950,50,54,15.8,74.9,46.2,2.8,0.2,6.5,4.1,6.34,5.59,0.55,0.21,1,Latin America and the Caribbean
,1950,55,59,15.9,77.2,45.9,2.5,0.2,4.4,2.6,6.01,5.48,0.39,0.14,1,Latin America and the Caribbean
